WMO Region Symbol,Country Name,Institution Name,Author Name,AR,Total
EUR,Germany,Federal Institute of Hydrology,H.J. Liebscher,AR2,1
EUR,Germany,Federal Ministry of Environment,Dieter Sauerbeck,AR2,5
EUR,Germany,Forschungszentrum Jülich,W. Sassin,AR2,1
EUR,Germany,Fraunhofer Institute for Systems and Innovation Research,Eberhard Jochem,AR3,2
EUR,Germany,Fraunhofer Institute for Systems and Innovation Research,Eberhard Jochem,AR4,1
EUR,Germany,Fraunhofer Institute for Systems and Innovation Research,Tobias Fleiter,AR5,1
EUR,Germany,Freie Universität Berlin,Ulrich Cubasch,AR4,1
EUR,Germany,Freie Universität Berlin,Ulrich Cubasch,AR5,3
EUR,Germany,Freie Universität Berlin,Lydia Gates,AR5,1
EUR,Germany,Freie Universität Berlin,Janina Körper,AR5,2
EUR,Germany,Freie Universität Berlin,Stefanie Müller,AR5,1
EUR,Germany,Freie Universität Berlin,Pavel Tarasov,AR5,1
EUR,Germany,Freie Universität Berlin,Martin Jänicke,AR5,1
EUR,Germany,GEOMAR,R. Zahn,AR2,1
EUR,Germany,GEOMAR,Torsten Kanzow,AR5,1
EUR,Germany,GEOMAR,Lothar Stramma,AR5,1
EUR,Germany,GEOMAR,Toste Tanhua,AR5,1
EUR,Germany,German Aerospace Center (DLR),S. Brinkop,AR3,1
EUR,Germany,German Aerospace Center (DLR),Martin Dameris,AR4,1
EUR,Germany,German Aerospace Center (DLR),Nikolai Dotzek,AR4,1
EUR,Germany,German Aerospace Center (DLR),Veronika Eyring,AR4,1
EUR,Germany,German Aerospace Center (DLR),Veronika Eyring,AR5,1
EUR,Germany,German Aerospace Center (DLR),D. Heimann,AR3,1
EUR,Germany,German Aerospace Center (DLR),Bernd Kärcher,AR4,1
EUR,Germany,German Aerospace Center (DLR),Michael Ponater,AR4,1
EUR,Germany,German Aerospace Center (DLR),Robert Sausen,AR3,1
EUR,Germany,German Aerospace Center (DLR),Robert Sausen,AR4,1
EUR,Germany,German Aerospace Center (DLR),Robert Sausen,AR5,1
EUR,Germany,German Aerospace Center (DLR),U. Schumann,AR3,1
EUR,Germany,German Institute for Economic Research,Karsten Neuhoff,AR5,1
EUR,Germany,GFZ German Research Center for Geosciences,Achim Brauer,AR5,1
EUR,Germany,GKSS Research Centre,Julie Jones,AR4,1
EUR,Germany,GKSS Research Centre,Hans von Storch,AR3,2
EUR,Germany,GKSS Research Centre,Martin Widmann,AR3,1
EUR,Germany,GKSS Research Centre,Martin Widmann,AR4,2
EUR,Germany,Global Climate Forum,Jochen Hinkel,AR5,1
EUR,Germany,Goethe University Frankfurt,Petra Doll,AR4,1
EUR,Germany,Goethe University Frankfurt,Petra Doll,AR5,1
EUR,Germany,Goethe University Frankfurt,C.-D. Schonwiese,AR3,1
EUR,Germany,Goethe University Frankfurt,Thomas Hickler,AR5,1
EUR,Germany,Helmholtz Centre for Environmental Research (UFZ),Josef Settele,AR5,1
EUR,Germany,Helmholtz Centre for Environmental Research (UFZ),Marten Winter,AR5,1
EUR,Germany,Helmholtz Centre for Environmental Research (UFZ),Nina Becker,AR5,1
EUR,Germany,Helmholtz Zentrum Geesthacht,Hans von Storch,AR5,1
EUR,Germany,Helmholtz Zentrum Geesthacht,Eduardo Zorita,AR4,1
EUR,Germany,Helmholtz Zentrum Geesthacht,Werner Krauss,AR5,1
EUR,Germany,Helmholtz Zentrum Geesthacht,Armineh Barkhordarian,AR5,1
EUR,Germany,Helmholtz Zentrum Geesthacht,Juliane Petersen,AR5,1
EUR,Germany,Ifo Institute for Economic Research,Geoffrey Blanford,AR5,1
EUR,Germany,Institut fuer Chemie und Dynamik der Geosphaere,D. Kley,AR3,1
EUR,Germany,Institut fuer Geophysik und Meteorologie,U. Ulbrich,AR3,1
EUR,Germany,Institut fur Chemie der KFA Julich GmbH,D.H. Ehhalt,AR2,1
EUR,Germany,Institut fur Chemie der KFA Julich GmbH,D.H. Ehhalt,AR3,3
EUR,Germany,Institut fur Chemie der KFA Julich GmbH,A. Wharner,AR2,1
EUR,Germany,Institut fur Meteorologie und Geophysics,C.-D. Schonwiese,AR1,2
EUR,Germany,Institut fur Physikahsche und Theoretisch Chemie,G. Kohlmaier,AR1,1
EUR,Germany,Institut fur Tropospharenforschung,J. Heintzenberg,AR2,1
EUR,Germany,Institute for Advanced Sustainability Studies,Peter Irvine,AR5,1
EUR,Germany,Institute for Advanced Sustainability Studies,Mark Lawrence,AR5,1
EUR,Germany,Institute for Advanced Sustainability Studies,Nigel Moore,AR5,1
EUR,Germany,Institute for Advanced Sustainability Studies,Stefan Schäfer,AR5,1
EUR,Germany,Institute for Advanced Sustainability Studies,Thilo Wiertz,AR5,1
EUR,Germany,Institute for Baltic Sea Research,J. Dippner,AR3,1
EUR,Germany,Institute for World Forestry and Ecology,T.L. Schneider,AR3,2
EUR,Germany,Institute of Energy Economics and the Rational Use of Energy,C. Bohringer,AR3,1
EUR,Germany,IPCC,Jan Christoph Minx,AR5,1
EUR,Germany,IPCC,Christoph von Stechow,AR5,1
EUR,Germany,Justus-Liebig University Giessen,Jürg Luterbacher,AR5,1
EUR,Germany,Karlsruhe Institute of Technology,Christoph Kottmeier,AR4,1
EUR,Germany,Karlsruhe Institute of Technology,Corinna Hoose,AR5,1
EUR,Germany,Karlsruhe Institute of Technology,Gregor Betz,AR5,1
EUR,Germany,KFW German Development Bank,Jochen Harnisch,AR5,3
EUR,Germany,KFW German Development Bank,Katrin Enting,AR5,1
EUR,Germany,Kühne Logistics University,Alan McKinnon,AR5,1
EUR,Germany,Leibniz Institute for MarineSciences,Arne Koertzinger,AR4,1
EUR,Germany,Leibniz Institute for MarineSciences,Mojib Latif,AR4,1
EUR,Germany,Leibniz Institute for MarineSciences,Gregor Rehder,AR4,1
EUR,Germany,Leibniz Institute for MarineSciences,Ulf Riebesell,AR4,1
EUR,Germany,Leibniz Institute for MarineSciences,Birgit Schneider,AR4,1
EUR,Germany,Leibniz Institute for MarineSciences,Friedrich Schott,AR4,2
EUR,Germany,Leibniz Institute for MarineSciences,Jurgen Willebrand,AR4,3
EUR,Germany,Leibniz Institute of Freshwater Ecology and Inland Fisheries,Rita Adrian,AR5,1
EUR,Germany,Leibniz Institute of Freshwater Ecology and Inland Fisheries,Klement Tockner,AR5,1
EUR,Germany,M&D Consulting,P. Midgley,AR2,1
EUR,Germany,M&D Consulting,P. Midgley,AR3,1
EUR,Germany,MARUM Center for Marine Environmental Sciences,Michael Schulz,AR5,4
EUR,Germany,MARUM Center for Marine Environmental Sciences,Aline Govin,AR5,1
EUR,Germany,MARUM Center for Marine Environmental Sciences,Stefan Mulitza,AR5,1
EUR,Germany,Max Planck Institute for Solar System Research,Corinne Le Quéré,AR3,1
EUR,Germany,Max Planck Institute for Solar System Research,Sami K. Solanki,AR4,1
EUR,Germany,Max-Planck Institute for Biogeochemistry,S. Harrison,AR3,2
EUR,Germany,Max-Planck Institute for Biogeochemistry,Martin Heimann,AR3,1
EUR,Germany,Max-Planck Institute for Biogeochemistry,Martin Heimann,AR4,3
EUR,Germany,Max-Planck Institute for Biogeochemistry,Martin Heimann,AR5,1
EUR,Germany,Max-Planck Institute for Biogeochemistry,Elisabeth A. Holland,AR3,2
EUR,Germany,Max-Planck Institute for Biogeochemistry,Joanna I. House,AR3,3
EUR,Germany,Max-Planck Institute for Biogeochemistry,W. Knorr,AR3,1
EUR,Germany,Max-Planck Institute for Biogeochemistry,K.E. Kohfeld,AR3,1
EUR,Germany,Max-Planck Institute for Biogeochemistry,Corinne Le Quéré,AR3,2
EUR,Germany,Max-Planck Institute for Biogeochemistry,M. Mund,AR3,1
EUR,Germany,Max-Planck Institute for Biogeochemistry,I. Colin Prentice,AR3,5
EUR,Germany,Max-Planck Institute for Biogeochemistry,Christian Rodenbeck,AR4,1
EUR,Germany,Max-Planck Institute for Biogeochemistry,Christian Rodenbeck,AR5,1
EUR,Germany,Max-Planck Institute for Biogeochemistry,David Schimel,AR3,2
EUR,Germany,Max-Planck Institute for Biogeochemistry,I. Tegen,AR3,2
EUR,Germany,Max-Planck Institute for Biogeochemistry,Sönke Zaehle,AR5,1
EUR,Germany,Max-Planck Institute for Chemistry,M. Andreae,AR1,1
EUR,Germany,Max-Planck Institute for Chemistry,M. Andreae,AR2,1
EUR,Germany,Max-Planck Institute for Chemistry,M. Andreae,AR3,1
EUR,Germany,Max-Planck Institute for Chemistry,C. Bruhl,AR1,1
EUR,Germany,Max-Planck Institute for Chemistry,C. Bruhl,AR2,1
EUR,Germany,Max-Planck Institute for Chemistry,A. Kettle,AR3,1
EUR,Germany,Max-Planck Institute for Chemistry,E. Sanhueza,AR1,1
EUR,Germany,Max-Planck Institute for Chemistry,R. von Kuhlmann,AR3,1
EUR,Germany,Max-Planck Institute for Chemistry,Mark Lawrence,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,Guy Brasseur,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,Victor Brovkin,AR5,2
EUR,Germany,Max-Planck Institute for Meteorology,Martin Claussen,AR2,1
EUR,Germany,Max-Planck Institute for Meteorology,Ulrich Cubasch,AR1,1
EUR,Germany,Max-Planck Institute for Meteorology,Ulrich Cubasch,AR3,3
EUR,Germany,Max-Planck Institute for Meteorology,L. Dumenil,AR2,1
EUR,Germany,Max-Planck Institute for Meteorology,L. Dumenil,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,Johann Feichter,AR3,3
EUR,Germany,Max-Planck Institute for Meteorology,Johann Feichter,AR4,1
EUR,Germany,Max-Planck Institute for Meteorology,I. Fischer-Bruns,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,H. Grassl,AR1,2
EUR,Germany,Max-Planck Institute for Meteorology,K. Hasselmann,AR1,2
EUR,Germany,Max-Planck Institute for Meteorology,K. Hasselmann,AR2,1
EUR,Germany,Max-Planck Institute for Meteorology,K. Hasselmann,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,Gabriele C. Hegerl,AR2,2
EUR,Germany,Max-Planck Institute for Meteorology,Martin Heimann,AR1,2
EUR,Germany,Max-Planck Institute for Meteorology,Martin Heimann,AR2,1
EUR,Germany,Max-Planck Institute for Meteorology,Johann H. Jungclaus,AR4,1
EUR,Germany,Max-Planck Institute for Meteorology,Johann H. Jungclaus,AR5,2
EUR,Germany,Max-Planck Institute for Meteorology,T. Kaminski,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,Stefan Kinne,AR4,1
EUR,Germany,Max-Planck Institute for Meteorology,Stefan Kinne,AR5,1
EUR,Germany,Max-Planck Institute for Meteorology,K Kurz,AR1,1
EUR,Germany,Max-Planck Institute for Meteorology,G. Lammel,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,C. Land,AR3,2
EUR,Germany,Max-Planck Institute for Meteorology,R. Latif,AR2,1
EUR,Germany,Max-Planck Institute for Meteorology,Mojib Latif,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,Peter Lemke,AR1,1
EUR,Germany,Max-Planck Institute for Meteorology,B. Machenhauer,AR2,1
EUR,Germany,Max-Planck Institute for Meteorology,E. Maier-Reimer,AR2,2
EUR,Germany,Max-Planck Institute for Meteorology,E. Maier-Reimer,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,U. Mikolajewicz,AR2,1
EUR,Germany,Max-Planck Institute for Meteorology,U. Mikolajewicz,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,Johannes Quaas,AR4,1
EUR,Germany,Max-Planck Institute for Meteorology,Erich Roeckner,AR1,1
EUR,Germany,Max-Planck Institute for Meteorology,Erich Roeckner,AR2,1
EUR,Germany,Max-Planck Institute for Meteorology,Erich Roeckner,AR4,2
EUR,Germany,Max-Planck Institute for Meteorology,Benjamin D. Santer,AR1,1
EUR,Germany,Max-Planck Institute for Meteorology,Hauke Schmidt,AR5,1
EUR,Germany,Max-Planck Institute for Meteorology,R. Schnur,AR3,1
EUR,Germany,Max-Planck Institute for Meteorology,Martin G. Schultz,AR4,1
EUR,Germany,Max-Planck Institute for Meteorology,Hans von Storch,AR2,1
EUR,Germany,Max-Planck Institute for Meteorology,Uwe Schulzweida,AR5,1
EUR,Germany,Max-Planck Institute for Meteorology,Bjorn Stevens,AR5,4
EUR,Germany,Max-Planck Institute for Meteorology,Silvia Kloster,AR5,1
EUR,Germany,Max-Planck Institute for Meteorology,Julia Pongratz,AR5,2
EUR,Germany,Max-Planck Institute for Meteorology,Jochem Marotzke,AR5,4
EUR,Germany,Max-Planck Institute for Meteorology,Tatiana Ilyina,AR5,1
EUR,Germany,Max-Planck Institute for Meteorology,Hongmei Li,AR5,1
EUR,Germany,Max-Planck Institute for Meteorology,Florian Rauser,AR5,1
EUR,Germany,Mercator Research Institute on Global Commons and ClimateChange (MCC),Michael Jakob,AR5,3
EUR,Germany,Mercator Research Institute on Global Commons and ClimateChange (MCC),Felix Creutzig,AR5,5
EUR,Germany,Mercator Research Institute on Global Commons and ClimateChange (MCC),Christian Flachsland,AR5,1
EUR,Germany,Munich Reinsurance Company,Gerhard Berz,AR3,2
EUR,Germany,Munich Reinsurance Company,Eberhard Faust,AR5,2
EUR,Germany,N/A,H.K.M. Bugmann,AR2,2
EUR,Germany,N/A,P. Burschel,AR2,1
EUR,Germany,N/A,B. Frenzel,AR1,1
EUR,Germany,N/A,O. Heinemeyer,AR2,1
EUR,Germany,N/A,K. Heinloth,AR2,1
EUR,Germany,N/A,J. Heuveldop,AR2,1
EUR,Germany,N/A,G. Jendritzky,AR1,1
EUR,Germany,N/A,G. Jendritzky,AR2,1
EUR,Germany,N/A,K.P. Koltermann,AR2,1
EUR,Germany,N/A,J. Muller,AR1,1
EUR,Germany,N/A,M. Weber,AR2,2
EUR,Germany,N/A,S. Weyers,AR2,1
EUR,Germany,N/A,D. Kipfer,AR1,1
EUR,Germany,Nord-Sud Zentrum fur Entwicklungsforschung,Luis Jose Mata,AR4,3
EUR,Germany,Organization for Economic Cooperation and Development (OECD),Simone Gigli,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Eva Bauer,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Alfred Becker,AR3,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Alfred Becker,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Victor Brovkin,AR4,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Martin Claussen,AR3,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Martin Claussen,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Wolfgang P. Cramer,AR2,4
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Wolfgang P. Cramer,AR3,4
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Wolfgang P. Cramer,AR4,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Wolfgang P. Cramer,AR5,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Ottmar Edenhofer,AR4,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Ottmar Edenhofer,AR5,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Hans-Martin Fussel,AR4,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Andrey Ganopolski,AR3,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Andrey Ganopolski,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Andrey Ganopolski,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),F.W. Gerstengarbe,AR3,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),William L. Hare,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Richard J.T. Klein,AR3,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Anders Levermann,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Anders Levermann,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Wolfgang Lucht,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Wolfgang Lucht,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Malte Meinshausen,AR4,3
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Malte Meinshausen,AR5,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),I. Meyer,AR3,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Susanne Nawrath,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Vladimir Petoukhov,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Gerhard Petschel-Held,AR4,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Stefan Rahmstorf,AR4,3
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Stefan Rahmstorf,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Hans-Joachim Schellnhuber,AR3,3
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Ferenc L. Toth,AR3,6
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),P. Werner,AR3,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Jan Christoph Minx,AR5,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Stephen Sitch,AR3,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Mahé Perrette,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Ricarda Winkelmann,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Christoph von Stechow,AR5,5
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Dieter Gerten,AR5,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Dim Coumou,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Gerrit Hansen,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Gunnar Luderer,AR5,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Elmar Kriegler,AR5,3
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Ioanna Mouratiadou,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Nils Petermann,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Timm Zwickel,AR5,4
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Susanne Kadner,AR5,3
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Steffen Schlömer,AR5,3
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Alexander Popp,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Abel Chavez,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Peter Pichler,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Helga Weisz,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Kai Lessmann,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Brigitte Knopf,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Michael Pahle,AR5,1
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Steffen Brunner,AR5,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Patrick Eickemeier,AR5,2
EUR,Germany,Potsdam Institute for Climate Impact Research (PIK),Ellie Farahani,AR5,2
EUR,Germany,Technical University of Berlin,Thomas Mölg,AR5,1
EUR,Germany,Technical University of Berlin,Jennifer Helfrich,AR5,1
EUR,Germany,Technical University of Dortmund,Stefan Greiving,AR5,1
EUR,Germany,Technical University of Munich,Nicole Estrella,AR4,1
EUR,Germany,Technical University of Munich,Annette Menzel,AR4,1
EUR,Germany,Technical University of Munich,Annette Menzel,AR5,1
EUR,Germany,UNEP Collaborating Centre for Climate Sustainable Energy Finance,Silvia Kreibiehl,AR5,1
EUR,Germany,United Nations University - Institute for Environment and Human Security,Joern Birkmann,AR5,2
EUR,Germany,United Nations University - Institute for Environment and Human Security,Koko Warner,AR5,2
EUR,Germany,United Nations University - Institute for Environment and Human Security,Kristina Yuzva,AR5,1
EUR,Germany,United Nations University - Institute for Environment and Human Security,Matthias Garschagen,AR5,1
EUR,Germany,Universitaet Essen,Klaus Michael Meyer-Abich,AR3,1
EUR,Germany,Universitaet Wuerzburg,J. Jacobeit,AR3,1
EUR,Germany,Universitat Bonn,H. Flohn,AR2,1
EUR,Germany,Universitat Bonn,H. Paeth,AR3,1
EUR,Germany,Universitat Heidelberg,L. Levin,AR2,1
EUR,Germany,Universitat Heidelberg,M. Maiss,AR2,1
EUR,Germany,Universitat Heidelberg,Shelby Yamamoto,AR5,1
EUR,Germany,Universitat Kiel,C.W. Banning,AR3,1
EUR,Germany,Universitat Kiel,D.W.R. Wallace,AR3,1
EUR,Germany,Universitat Kiel,Jurgen Willebrand,AR1,1
EUR,Germany,Universitat Kiel,Jurgen Willebrand,AR3,1
EUR,Germany,Universitat Kiel,Athanasios Vafeidis,AR5,1
EUR,Germany,University of Bayreuth,Ernst-Detlef Schulze,AR3,1
EUR,Germany,University of Bayreuth,Andreas Hemp,AR5,1
EUR,Germany,University of Bonn,M. Dehn,AR3,1
EUR,Germany,University of Bonn,Luis Jose Mata,AR3,1
EUR,Germany,University of Bonn,Andeas Hense,AR5,1
EUR,Germany,University of Bremen,Andreas Richter,AR5,1
EUR,Germany,University of Bremen,Monika Rhein,AR5,3
EUR,Germany,University of Bremen,Uwe Stöber,AR5,1
EUR,Germany,University of Cologne,Axel Ockenfels,AR5,1
EUR,Germany,University of Flensburg,Olav Hohmeyer,AR3,1
EUR,Germany,University of Flensburg,Olav Hohmeyer,AR4,1
EUR,Germany,University of Freiburg,J.G. Goldammer,AR2,1
EUR,Germany,University of Freiburg,Andreas Matzarakis,AR5,1
EUR,Germany,University of Göttingen,Stephan Klasen,AR5,3
EUR,Germany,University of Hamburg,H. Flohn,AR1,1
EUR,Germany,University of Hamburg,Venugopalan Ittekkot,AR2,3
EUR,Germany,University of Hamburg,S. Kempe,AR2,1
EUR,Germany,University of Hamburg,Detlef Quadfasel,AR4,1
EUR,Germany,University of Hamburg,P. Schaefer,AR2,1
EUR,Germany,University of Hamburg,Uwe A. Schneider,AR4,1
EUR,Germany,University of Hamburg,Detlef Stammer,AR4,1
EUR,Germany,University of Hamburg,Detlef Stammer,AR5,1
EUR,Germany,University of Hamburg,Hans von Storch,AR5,1
EUR,Germany,University of Hamburg,Johanna Baehr,AR5,1
EUR,Germany,University of Hamburg,Mark Carson,AR5,1
EUR,Germany,University of Hamburg,Walter Leal,AR5,1
EUR,Germany,University of Hamburg,Hermann Held,AR5,1
EUR,Germany,University of Hamburg,Anita Engels,AR5,1
EUR,Germany,University of Heidelberg,Bouwe Dijkstra,AR3,1
EUR,Germany,University of Kassel,Joseph M. Alcamo,AR3,1
EUR,Germany,University of Kassel,Joseph M. Alcamo,AR4,3
EUR,Germany,University of Leipzig,Thomas Bruckner,AR5,3
EUR,Germany,University of Leipzig,Ariel Macaspac Hernandez,AR5,1
EUR,Germany,University of Mainz,Frank Sirocko,AR4,1
EUR,Germany,University of Muenster,F-K. Holtmeier,AR2,1
EUR,Germany,University of Muenster,Andreas Loeschel,AR5,1
EUR,Germany,University of Osnabruck,Claudia Pahl-Wostl,AR5,1
EUR,Germany,University of Rostock,Jürgen Alheit,AR5,1
EUR,Germany,University of Rostock,Michael Rauscher,AR5,1
EUR,Germany,University of Tuebingen,Thomas Fischer,AR5,1
EUR,Germany,World Health Organization (WHO),Bettina Menne,AR4,4
EUR,Germany,World Health Organization (WHO),Tanja Wolf,AR4,1
EUR,Germany,"Wuppertal Institute for Climate,Environment and Energy",W. Sachs,AR3,1
EUR,Germany,"Wuppertal Institute for Climate,Environment and Energy",Samuel Höller,AR5,2
EUR,Germany,"Wuppertal Institute for Climate,Environment and Energy",Oliver Lah,AR5,2
EUR,Germany,"Wuppertal Institute for Climate,Environment and Energy",Manfred Fischedick,AR5,3
EUR,Germany,"Wuppertal Institute for Climate,Environment and Energy",María Yetano Roche,AR5,1
EUR,Greece,Environmental Chemical Processes Laboratory,M. Kanakidou,AR3,1
EUR,Greece,National Observatory of Athens,Christos Giannakopoulos,AR4,1
EUR,Greece,National Observatory of Athens,Sevastian Mirasgedis,AR4,1
EUR,Greece,National Observatory of Athens,Sevastian Mirasgedis,AR5,2
EUR,Greece,National Observatory of Athens,Elena Georgopoulou,AR5,1
EUR,Greece,National Observatory of Athens,Yannis Sarafidis,AR5,1
EUR,Hungary,Budapest University of Technology and Economics,T. Jaszay,AR3,1
EUR,Hungary,Budapest University of Technology and Economics,Tamás Pálvölgyi,AR5,1
EUR,Hungary,Central European University,Aleksandra Novikova,AR4,1
EUR,Hungary,Central European University,Diana Ürge-Vorsatz,AR4,3
EUR,Hungary,Central European University,Diana Ürge-Vorsatz,AR5,4
EUR,Hungary,Central European University,Ksenia Petrichenko,AR5,1
EUR,Hungary,Consultant,K. Szesztay,AR2,1
EUR,Hungary,Consultant,Ágnes Kelemen,AR5,2
EUR,Hungary,Eotvos Lorand University,Judit Bartholy,AR5,1
EUR,Hungary,International Atomic Energy Agency (IAEA),Ferenc L. Toth,AR5,1
EUR,Hungary,N/A,T. Farago,AR1,1
EUR,Hungary,N/A,L. Somlyody,AR2,2
EUR,Hungary,N/A,G. Varallyay,AR2,1
EUR,Hungary,Szent István University,Belá Nováky,AR4,3
EUR,Hungary,Water Resource Research Center,Oedon Starosolszky,AR2,3
EUR,Iceland,Marine Research Institute,Hjalmar Vilhjálmsson,AR4,1
EUR,Iceland,Orkustofnun (National Energy Authority),T. Johannesson,AR2,1
EUR,Iceland,Stefansson Arctic Institute,Joan Nymand Larsen,AR5,2
EUR,Iceland,United Nations University,Lb. Friedleifsson,AR2,1
EUR,Iceland,University of Iceland,Jon Olafsson,AR5,1
EUR,Ireland,Economic and Social Research Institute,Richard S.J. Tol,AR4,1
EUR,Ireland,N/A,T. Keane,AR1,1
EUR,Ireland,National University of Ireland,John Sweeney,AR4,2
EUR,Ireland,National University of Ireland,Colin O’Dowd,AR5,1
EUR,Ireland,Trinity College Dublin,Clionadh Raleigh,AR5,1
EUR,Ireland,University College Cork,Robert Devoy,AR4,1
EUR,Ireland,University College Dublin,Frank P. O'Mara,AR4,1
EUR,Israel,Blaustein Institute for Desert Research,Uriel N. Safriel,AR3,2
EUR,Israel,Blaustein Institute for Desert Research,Uriel N. Safriel,AR4,1
EUR,Israel,Interuniversity Institute for Marine Sciences,D. Thomas,AR2,1
EUR,Israel,N/A,S. Gafriy,AR2,1
EUR,Israel,N/A,J. Lomas,AR1,1
EUR,Israel,University of Haifa,Mordechai Shechter,AR3,2
EUR,Italy,Abdus Salam International Centre for Theoretical Physics,Filippo Giorgi,AR3,3
EUR,Italy,Abdus Salam International Centre for Theoretical Physics,Filippo Giorgi,AR4,2
EUR,Italy,Abdus Salam International Centre for Theoretical Physics,Filippo Giorgi,AR5,1
EUR,Italy,Centro Euro-Mediterranean Center for Climate Change,Antonio Navarra,AR5,1
EUR,Italy,Dipartimento di Scienze della Terra,F. Dramis,AR2,1
EUR,Italy,Enviroment Institute of European Commission,R. Van Dingenen,AR3,1
EUR,Italy,Euro Mediterranean Center on Climate Change (CMCC),Alessandro Lanza,AR5,1
EUR,Italy,European Commission,Paolo Bertoldi,AR5,1
EUR,Italy,European Commission,P. Martin,AR2,1
EUR,Italy,European Commission Joint Research Centre,Frédéric Achard,AR4,1
EUR,Italy,European Commission Joint Research Centre,Paolo Bertoldi,AR4,1
EUR,Italy,European Commission Joint Research Centre,Frank Dentener,AR3,2
EUR,Italy,European Commission Joint Research Centre,Frank Dentener,AR4,1
EUR,Italy,European Commission Joint Research Centre,Frank Dentener,AR5,2
