WMO Region Symbol	Country Name	Institution Type Symbol	Institution Name	Role Symbol	Author Name	AR	Total
ASI	China	AS	Chinese Academy of Sciences	LA	Huijun Wang	AR5	1
ASI	China	AS	Chinese Academy of Sciences	LA	M. Wang	AR3	1
ASI	China	AS	Chinese Academy of Sciences	LA	Shaohong Wu	AR4	2
ASI	China	AS	Chinese Academy of Sciences	LA	Youyu Xie	AR2	2
ASI	China	AS	Chinese Academy of Sciences	LA	D. Ye	AR1	1
ASI	China	AS	Chinese Academy of Sciences	LA	Q.-C. Zeng	AR2	1
ASI	China	AS	Chinese Academy of Sciences	LA	Guangsheng Zhou	AR3	1
ASI	China	AS	Chinese Academy of Sciences	LA	Tianjun Zhou	AR5	1
ASI	China	AS	Chinese Academy of Sciences	RE	Congbin Fu	AR4	1
ASI	China	AS	Chinese Academy of Sciences	RE	Dahe Qin	AR3	1
ASI	China	AS	Chinese Academy of Sciences	RE	Cunde Xiao	AR5	1
ASI	China	AS	Chinese Academy of Sciences	RE	Huaging Xu	AR4	1
ASI	China	AS	Chinese Academy of Sciences	RE	Xinshi Zhang	AR3	1
ASI	China	AS	Chinese Academy of Sciences	CA	Congbin Fu	AR2	1
ASI	China	AS	Chinese Academy of Sciences	CA	Zhengteng Guo	AR4	1
ASI	China	AS	Chinese Academy of Sciences	CA	Shiyin Liu	AR4	1
ASI	China	AS	Chinese Academy of Sciences	CA	Zhuguo Ma	AR4	1
ASI	China	AS	Chinese Academy of Sciences	CA	Dahe Qin	AR3	1
ASI	China	AS	Chinese Academy of Sciences	CA	Xuemei Shao	AR2	1
ASI	China	AS	Chinese Academy of Sciences	CA	Bin Wang	AR4	2
ASI	China	AS	Chinese Academy of Sciences	CA	R. Zhang	AR2	1
ASI	China	AS	Chinese Academy of Sciences	CA	Y. Zhang	AR2	1
ASI	China	AS	Chinese Academy of Sciences	CA	Lin Zhao	AR4	1
ASI	China	AS	Chinese Academy of Social Sciences (CASS)	LA	Jiahua Ahenkorah Pan	AR5	1
ASI	China	AS	Chinese Academy of Social Sciences (CASS)	LA	Ying Chen	AR5	1
ASI	China	AS	Chinese Academy of Social Sciences (CASS)	LA	Jiahua Pan	AR3	2
ASI	China	AS	Chinese Institute of Environment and Sustainable Development in Agriculture	LA	Qingzhu Gao	AR5	1
ASI	China	AS	Chinese Institute of Environment and Sustainable Development in Agriculture	LA	Yue Li	AR5	1
ASI	China	AS	Chinese Research Academy of Environmental Science	LA	Qingxian Gao	AR4	1
ASI	China	AS	Institute of Environment and Sustainable Development in Agriculture	LA	Hongmin Dong	AR5	1
ASI	China	AS	Institute of Environment and Sustainable Development in Agriculture	LA	Shiming Ma	AR5	1
ASI	China	AS	Institute of Soil Science Chinese Academy of Sciences	LA	Zucong Cai	AR4	1
ASI	China	AS	South China Sea Institute of Oceanology	CA	Qiaomin Zhang	AR4	1
ASI	China	GA	China Institute for Marine Development Strategy	CA	Du Bilan	AR2	1
ASI	China	GA	China Institute for Marine Development Strategy	CA	Yang Huating	AR2	1
ASI	China	GA	China Institute of Water Resources and Hydropower Research	LA	Denghua Yan	AR5	1
ASI	China	GA	China Meteorological Administration	CLA	Dahe Qin	AR4	1
ASI	China	GA	China Meteorological Administration	LA	Zhenlin Chen	AR4	2
ASI	China	GA	China Meteorological Administration	LA	Yihui Ding	AR3	2
ASI	China	GA	China Meteorological Administration	LA	Yihui Ding	AR4	1
ASI	China	GA	China Meteorological Administration	LA	Xuejie Gao	AR4	1
ASI	China	GA	China Meteorological Administration	LA	Xuejie Gao	AR5	1
ASI	China	GA	China Meteorological Administration	LA	Tong Jiang	AR5	1
ASI	China	GA	China Meteorological Administration	LA	Yong Luo	AR4	1
ASI	China	GA	China Meteorological Administration	LA	Dahe Qin	AR4	1
ASI	China	GA	China Meteorological Administration	LA	Panmao Zhai	AR4	1
ASI	China	GA	China Meteorological Administration	LA	Panmao Zhai	AR5	1
ASI	China	GA	China Meteorological Administration	LA	De'er Zhang	AR4	1
ASI	China	GA	China Meteorological Administration	LA	Hua Zhang	AR5	1
ASI	China	GA	China Meteorological Administration	LA	Xiaoye Zhang	AR4	1
ASI	China	GA	China Meteorological Administration	LA	Xiaoye Zhang	AR5	1
ASI	China	GA	China Meteorological Administration	LA	Zong-Ci Zhao	AR3	1
ASI	China	GA	China Meteorological Administration	LA	Zong-Ci Zhao	AR4	1
ASI	China	GA	China Meteorological Administration	LA	X. Zhou	AR2	1
ASI	China	GA	China Meteorological Administration	RE	Yihui Ding	AR5	1
ASI	China	GA	China Meteorological Administration	RE	Zong-Ci Zhao	AR5	1
ASI	China	GA	China Meteorological Administration	CA	Guoyu Ren	AR3	1
ASI	China	GA	China Meteorological Administration	CA	Rucong Yu	AR4	1
ASI	China	GA	China Meteorological Administration	CA	Panmao Zhai	AR3	1
ASI	China	GA	China Water Information Centre	LA	Chunzhen Liu	AR4	1
ASI	China	GA	Chinese Center for Disease Control and Prevention	LA	Qiyong Liu	AR5	1
ASI	China	GA	Hong Kong Observatory	CA	Chiu-Ying Lam	AR4	1
ASI	China	GA	Hydrological Forecasting and Water Control Center	CLA	Chunzhen Liu	AR3	1
ASI	China	GA	Hydrological Forecasting and Water Control Center	LA	Chunzhen Liu	AR2	2
ASI	China	GA	Hydrological Forecasting and Water Control Center	LA	Chunzhen Liu	AR3	2
ASI	China	GA	Hydrological Forecasting and Water Control Center	CA	Chunzhen Liu	AR1	1
ASI	China	GA	Meteorological Institute	CA	Q. Zu Jiangsu	AR2	1
ASI	China	GA	Ministry of Power Industry	LA	X. Shaoxiong	AR2	1
ASI	China	GA	Ministry of Water Resources	LA	Jianyun Zhang	AR3	1
ASI	China	GA	National Meteorological Centre	CA	S. Anjian	AR2	1
ASI	China	GA	National Meteorological Centre	CA	W. Bomin	AR2	1
ASI	China	GA	Second Institute of Oceanography	LA	Su Jilan	AR2	2
ASI	China	GA	Second Institute of Oceanography	RE	Su Jilan	AR3	1
ASI	China	GA	State Environmental Protection Administration	CA	R. Ye	AR1	1
ASI	China	GA	State Meteorological Administration	LA	H-X. Cao	AR1	1
ASI	China	GA	State Meteorological Administration	LA	X Lin	AR1	1
ASI	China	GA	Third Institute of Oceanography Chinese State Oceanic Administration	CLA	Rongshuo Cai	AR5	1
ASI	China	GA	Third Institute of Oceanography Chinese State Oceanic Administration	LA	Rongshuo Cai	AR5	1
ASI	China	HEI	Beijing Normal University	LA	Xuefeng Cui	AR5	1
ASI	China	HEI	Beijing Normal University	LA	Wenjie Dong	AR5	1
ASI	China	HEI	Center for Strategic Environmental Assessment, Nankai University	RE	He Xu	AR5	1
ASI	China	HEI	City University of Hong Kong	CA	Joseph Lam	AR4	1
ASI	China	HEI	Forestry University of Beijing	CA	W. Lixian	AR2	1
ASI	China	HEI	Huazhong Agricultural University	LA	Manzhu Bao	AR4	1
ASI	China	HEI	Lanzhou University	LA	Jianping Huang	AR5	1
ASI	China	HEI	Nanjing Agricultural University	CA	Genxing Pan	AR4	1
ASI	China	HEI	Nanjing University	RE	Y. Qian	AR3	1
ASI	China	HEI	Peking University	LA	Yongyun Hu	AR5	1
ASI	China	HEI	Peking University	LA	Shilong Piao	AR5	2
ASI	China	HEI	Peking University	LA	S.-W. Wang	AR3	1
ASI	China	HEI	Peking University	CA	D. Gong	AR3	1
ASI	China	HEI	Peking University	CA	Shuangcheng Li	AR4	1
ASI	China	HEI	Peking University	CA	S.-W. Wang	AR3	1
ASI	China	HEI	Renmin University of China	LA	Ji Zou	AR4	1
ASI	China	HEI	Shenyang Agricultural University	CLA	Liyong Xie	AR5	1
ASI	China	HEI	Tongji University	LA	Congxian Li	AR3	1
ASI	China	HEI	Tongji University	LA	Congxian Li	AR4	1
ASI	China	HEI	Tongji University	CA	Daidu Fan	AR4	1
ASI	China	HEI	Tsinghua University	LA	Maosheng Duan	AR4	1
ASI	China	HEI	Tsinghua University	LA	Yi Jiang	AR5	1
ASI	China	HEI	Tsinghua University	LA	Minggao Ouyang	AR5	1
ASI	China	HEI	Tsinghua University	LA	Fei Teng	AR5	1
ASI	China	HEI	Tsinghua University	LA	Tianzhu Zhang	AR4	1
ASI	China	HEI	Tsinghua University	LA	Xiliang Zhang	AR4	1
ASI	China	HEI	Tsinghua University	LA	Xiliang Zhang	AR5	1
ASI	China	HEI	Tsinghua University	RE	Wenying Chen	AR5	1
ASI	China	HEI	Tsinghua University	CA	Eric Martinot	AR4	1
ASI	China	HEI	Tsinghua University	CA	Tianzhu Zhang	AR3	1
ASI	China	INT	United Nations Development Programme (UNDP) - GEF	CLA	Xianfu Lu	AR4	1
ASI	China	INT	United Nations Development Programme (UNDP) - GEF	LA	Xianfu Lu	AR4	2
ASI	China	INT	USDA Forest Service	LA	Jiahua Pan	AR4	1
ASI	China	N/A	China Academy of Urban Planning and Design (CAUPD)	LA	Luxin Huang	AR5	1
ASI	China	N/A	China CDM Fund Management Center,Ministry of Finance	LA	Gang Wen	AR5	1
ASI	China	N/A	N/A	CLA	Shao-Xiong Xie	AR1	1
ASI	China	N/A	N/A	LA	Siwei Lang	AR2	1
ASI	China	N/A	N/A	LA	Ji-Bin Luo	AR1	1
ASI	China	N/A	N/A	LA	Q. Zhao	AR2	1
ASI	China	N/A	N/A	CA	Long Cao	AR5	2
ASI	China	N/A	N/A	CA	Qingxian Gao	AR5	1
ASI	China	N/A	N/A	CA	Cheng Guodong	AR1	1
ASI	China	N/A	N/A	CA	Ping Huang	AR5	1
ASI	China	N/A	N/A	CA	Renping Lin	AR5	1
ASI	China	N/A	N/A	CA	C. Long-Jun	AR2	1
ASI	China	N/A	N/A	CA	Buda Su	AR5	1
ASI	China	N/A	N/A	CA	Shaohong Wu	AR5	1
ASI	China	N/A	N/A	CA	Jia-cheng Zhang	AR1	1
ASI	China	N/A	N/A	CA	Lixia Zhang	AR5	1
ASI	China	N/A	N/A	CA	Rui Zhang	AR5	1
ASI	China	N/A	N/A	CA	Lin Zhao	AR5	1
ASI	China	N/A	N/A	CA	Xiaotong Zheng	AR5	1
ASI	China	N/A	N/A	CA	Liwei Zou	AR5	1
ASI	China	N/A	National Center for Climate Strategy Study and International Cooperation (NRDC)	CLA	Ji Zou	AR5	1
ASI	China	N/A	State Key Laboratory for Cryospheric Science	LA	Dahe Qin	AR5	1
ASI	China	PRO	Energy Research Institute	CLA	Zhou Dadi	AR4	1
ASI	China	PRO	Energy Research Institute	CLA	Zhou Dadi	AR5	1
ASI	China	PRO	Energy Research Institute	CLA	Kejun Jiang	AR5	1
ASI	China	PRO	Energy Research Institute	LA	Zhou Dadi	AR4	2
ASI	China	PRO	Energy Research Institute	LA	Kejun Jiang	AR4	1
ASI	China	PRO	Energy Research Institute	LA	Junfeng Li	AR3	1
ASI	China	PRO	Energy Research Institute	LA	Huaqing Xu	AR3	1
ASI	China	PRO	Energy Research Institute	LA	Fengqi Zhou	AR2	2
ASI	China	PRO	Energy Research Institute	LA	Fengqi Zhou	AR3	1
ASI	China	PRO	Energy Research Institute	LA	Fengqi Zhou	AR4	1
ASI	China	PRO	Energy Research Institute	CA	Zhou Dadi	AR3	1
ASI	China	PRO	Energy Research Institute	CA	Kejun Jiang	AR3	1
ASI	China	PRO	Energy Research Institute	CA	Hongwei Yang	AR4	2
ASI	Hong Kong	HEI	University of Hong Kong	CA	H. Dimitriou	AR2	1
ASI	Hong Kong	N/A	City University	LA	Jin Murakami	AR5	1
ASI	India	COMP	Reliance Industries Ltd.	LA	Ashish Rana	AR4	1
ASI	India	CONS	Deloitte Touche Tohmatsu India Pvt. Ltd.	LA	Pradeep Kumar Dadhich	AR5	1
ASI	India	CONS	ERM India Pvt	CA	Tushar Moulik	AR4	1
ASI	India	CONS	Halcrow Consulting India	CA	Ashok Sharma	AR4	1
ASI	India	GA	Government of India	CA	Amit Garg	AR4	1
ASI	India	GA	India Meteorological Department	CA	Shiv D. Atri	AR4	1
ASI	India	GA	India Meteorological Department	CA	V. Thapliyal	AR3	1
ASI	India	GA	Ministry of Environment and Forests	LA	D.K. Biswas	AR3	1
ASI	India	GA	Ministry of Environment and Forests	LA	S.K. Sinha	AR2	1
ASI	India	GA	Physical Research Laboratory	LA	A. Jayaraman	AR3	1
ASI	India	GA	Physical Research Laboratory	LA	S. Lai	AR1	1
ASI	India	GA	Physical Research Laboratory	LA	Srikanthan Ramachandran	AR4	1
ASI	India	GA	Physical Research Laboratory	LA	Rengaswamy Ramesh	AR4	1
ASI	India	GA	Physical Research Laboratory	LA	Rengaswamy Ramesh	AR5	1
ASI	India	GA	Physical Research Laboratory	CA	A. Jayaraman	AR3	1
ASI	India	GA	Physical Research Laboratory	CA	B. Keshavamurthy	AR1	1
ASI	India	HEI	Centre for Atmospheric Sciences	LA	M. Lai	AR2	1
ASI	India	HEI	Centre for Mathematical Modeling and Computer Simulation	LA	Prashant Goswami	AR5	1
ASI	India	HEI	Global Change Programme Jadavpur University	CA	Manaswita Konar	AR4	1
ASI	India	HEI	Indian Institute for Human Settlements	CLA	Aromar Revi	AR5	1
ASI	India	HEI	Indian Institute for Human Settlements	LA	Aromar Revi	AR5	1
ASI	India	HEI	Indian Institute of Management	CLA	Priyadarshi R. Shukla	AR2	1
ASI	India	HEI	Indian Institute of Management	CLA	Priyadarshi R. Shukla	AR3	1
ASI	India	HEI	Indian Institute of Management	CLA	Priyadarshi R. Shukla	AR4	1
ASI	India	HEI	Indian Institute of Management	LA	Priyadarshi R. Shukla	AR2	2
ASI	India	HEI	Indian Institute of Management	LA	Priyadarshi R. Shukla	AR3	1
ASI	India	HEI	Indian Institute of Management	LA	Priyadarshi R. Shukla	AR4	2
ASI	India	HEI	Indian Institute of Management	CA	Priyadarshi R. Shukla	AR4	1
ASI	India	HEI	Indian Institute of Science	LA	Govindasamy Bala	AR5	1
ASI	India	HEI	Indian Institute of Science	LA	S. Gadgil	AR1	1
ASI	India	HEI	Indian Institute of Science	LA	Nijavalli H. Ravindranath	AR2	2
ASI	India	HEI	Indian Institute of Science	LA	Nijavalli H. Ravindranath	AR3	1
ASI	India	HEI	Indian Institute of Science	LA	Nijavalli H. Ravindranath	AR4	1
ASI	India	HEI	Indian Institute of Science	LA	Nijavalli H. Ravindranath	AR5	1
ASI	India	HEI	Indian Institute of Science	LA	S. K. Satheesh	AR5	1
ASI	India	HEI	Indian Institute of Science	LA	Jayaraman Srinivasan	AR4	1
ASI	India	HEI	Indian Institute of Science	RE	Jayaraman Srinivasan	AR3	1
ASI	India	HEI	Indian Institute of Science	CA	Govindasamy Bala	AR5	1
ASI	India	HEI	Indian Institute of Science	CA	Jayaraman Srinivasan	AR3	1
ASI	India	HEI	Indian Institute of Technology	LA	Krishna Mirle Achutarao	AR5	1
ASI	India	HEI	Indian Institute of Technology	LA	Varun Dutt	AR5	1
ASI	India	HEI	Indian Institute of Technology	LA	Geetam Tiwari	AR5	1
ASI	India	HEI	Indian Institute of Technology	CA	Krishna Mirle Achutarao	AR5	1
ASI	India	HEI	Indian Institute of Technology Bombay	CLA	Murari Lal	AR3	1
ASI	India	HEI	Indian Institute of Technology Bombay	CLA	Anand Patwardhan	AR4	1
ASI	India	HEI	Indian Institute of Technology Bombay	CLA	Anand Patwardhan	AR5	1
ASI	India	HEI	Indian Institute of Technology Bombay	LA	Murari Lal	AR3	2
ASI	India	HEI	Indian Institute of Technology Bombay	LA	Anand Patwardhan	AR3	1
ASI	India	HEI	Indian Institute of Technology Bombay	LA	Anand Patwardhan	AR4	2
ASI	India	HEI	Indian Institute of Technology Bombay	RE	Anand Patwardhan	AR3	1
ASI	India	HEI	Indian Institute of Technology Bombay	CA	Murari Lal	AR3	1
ASI	India	HEI	Indian Institute of Technology Delhi	LA	Ambuj Sagar	AR5	1
ASI	India	HEI	Indian Institute of Technology Delhi	CA	Anil Agarwal	AR3	1
ASI	India	HEI	Indira Gandhi Institute of Development Research	CLA	Jyoti K. Parikh	AR2	1
ASI	India	HEI	Indira Gandhi Institute of Development Research	LA	Jyoti K. Parikh	AR2	1
ASI	India	HEI	Indira Gandhi Institute of Development Research	LA	Jyoti K. Parikh	AR3	1
ASI	India	HEI	Indira Gandhi Institute of Development Research	LA	Kirit S. Parikh	AR2	1
ASI	India	HEI	Indira Gandhi Institute of Development Research	RE	Jyoti K. Parikh	AR3	1
ASI	India	HEI	Indira Gandhi Institute of Development Research	RE	Kirit S. Parikh	AR3	1
ASI	India	HEI	Indira Gandhi Institute of Development Research	CA	P.G. Babu	AR2	1
ASI	India	HEI	Indira Gandhi Institute of Development Research	CA	S. Kavi Kumar	AR2	1
ASI	India	HEI	Jadavpur University	CLA	Joyashree Roy	AR4	1
ASI	India	HEI	Jadavpur University	CLA	Joyashree Roy	AR5	1
ASI	India	HEI	Jadavpur University	LA	Joyashree Roy	AR4	2
ASI	India	HEI	Jawaharlal Nehru University	LA	Rais Akhtar	AR4	1
ASI	India	HEI	Jawaharlal Nehru University	LA	Brij Gopal	AR4	1
ASI	India	HEI	Jawaharlal Nehru University	LA	P.S. Ramakrishnan	AR2	2
ASI	India	HEI	Jawaharlal Nehru University	CA	P.S. Ramakrishnan	AR3	1
ASI	India	HEI	Maulana Azad National Institute of Technology	LA	Manmohan Kapshe	AR4	1
ASI	India	HEI	National Institute of Advanced Studies	LA	Dilip Ahuja	AR4	1
ASI	India	HEI	National Institute of Advanced Studies	RE	Dilip Ahuja	AR3	1
ASI	India	HEI	University of Delhi	CLA	Shreekant Gupta	AR3	1
ASI	India	HEI	University of Delhi	CLA	Shreekant Gupta	AR5	1
ASI	India	HEI	University of Delhi	LA	Shreekant Gupta	AR3	2
ASI	India	HEI	University of Delhi	LA	Surender Kumar	AR5	1
ASI	India	HEI	University of Kashmir	LA	Rais Akhtar	AR3	1
ASI	India	INDV	Independent Consultant	LA	Shashi Kulshrestha	AR2	2
ASI	India	INT	Asian Development Bank	CLA	Sujata Gupta	AR4	1
ASI	India	INT	Asian Development Bank	CLA	Sujata Gupta	AR5	1
ASI	India	INT	Asian Development Bank	LA	Sujata Gupta	AR4	2
ASI	India	INT	International Fertilizer Development Center (IFDC)	CA	N. Singh	AR2	1
ASI	India	INT	International Institute for Applied Systems Analysis (IIASA)	CA	Shilpa Rao	AR4	1
ASI	India	INT	International Water Management Institute	RE	Pramod Aggarwal	AR5	1
ASI	India	N/A	Ashoka Trust for Research in Ecology and the Environment (ATREE)	LA	Harini Nagendra	AR5	1
ASI	India	N/A	Centre for Policy Research	LA	Navroz Dubash	AR5	1
ASI	India	N/A	Energy & Resources Institute (TERI)	LA	Arun Kansal	AR5	1
ASI	India	N/A	Energy & Resources Institute (TERI)	LA	Ritu Mathur	AR5	1
ASI	India	N/A	Indian Institute of Management,Ahmedabad	LA	Amit Garg	AR5	1
ASI	India	N/A	Indian Institute of Management,Ahmedabad	LA	Priyadarshi R. Shukla	AR5	1
ASI	India	N/A	Indian Statistical Institute,Delhi	CLA	Eswaran Somanathan	AR5	1
ASI	India	N/A	N/A	CLA	I. Abrol	AR1	1
ASI	India	N/A	N/A	LA	Shardul Agrawala	AR2	2
ASI	India	N/A	N/A	LA	Monalisa Chatterjee	AR5	1
ASI	India	N/A	N/A	LA	B.N. Desai	AR2	1
ASI	India	N/A	N/A	LA	R. Gupta	AR2	1
ASI	India	N/A	N/A	LA	P. Khanna	AR2	1
ASI	India	N/A	N/A	LA	K. Madhava Sarma	AR1	1
ASI	India	N/A	N/A	LA	J. Sehgal	AR2	1
ASI	India	N/A	N/A	LA	Raman Sukumar	AR2	1
ASI	India	N/A	N/A	RE	Raman Sukumar	AR4	1
ASI	India	N/A	N/A	CA	Ashish Aggarwal	AR5	1
ASI	India	N/A	N/A	CA	Monalisa Chatterjee	AR5	3
ASI	India	N/A	N/A	CA	Sumetee Pahwa Gajjar	AR5	1
ASI	India	N/A	N/A	CA	Manmohan Kapshe	AR5	1
ASI	India	N/A	N/A	CA	Ashok Karumuri	AR5	1
ASI	India	N/A	N/A	CA	Ashwini Kulkarni	AR5	1
ASI	India	N/A	N/A	CA	Koteswara  Rao Kundeti	AR5	1
ASI	India	N/A	N/A	CA	Sreeja Nair	AR5	1
ASI	India	N/A	N/A	CA	Nandan Nawn	AR5	1
ASI	India	N/A	N/A	CA	Amrutasri Nori-Sarma	AR5	1
ASI	India	N/A	N/A	CA	SVRK Prabhakar	AR5	1
ASI	India	N/A	N/A	CA	Suchanda Ray	AR5	1
ASI	India	N/A	N/A	CA	A. Sastri	AR1	1
ASI	India	NGO	CESDAC	CLA	Murari Lal	AR4	1
ASI	India	NGO	CESDAC	LA	Murari Lal	AR4	2
ASI	India	NGO	Development Alternatives	CA	Ashok Khosla	AR3	1
ASI	India	NGO	Energy and Resources Institute	LA	Suruchi Bhadwal	AR4	1
ASI	India	NGO	Energy and Resources Institute	RE	Suruchi Bhadwal	AR5	1
ASI	India	NGO	HELVETAS Swiss Intercooperation	LA	Rupa Mukerji	AR5	1
ASI	India	NGO	Integrated Research and Action for Development (IRADe)	LA	Jyoti K. Parikh	AR5	1
ASI	India	NGO	Integrated Research and Action for Development (IRADe)	RE	Kirit S. Parikh	AR5	1
ASI	India	NGO	Tata Energy Research Institute (TERI)	CLA	L. Srivastava	AR3	1
ASI	India	NGO	Tata Energy Research Institute (TERI)	LA	A.N. Achanta	AR2	1
ASI	India	NGO	Tata Energy Research Institute (TERI)	LA	Sujata Gupta	AR3	1
ASI	India	NGO	Tata Energy Research Institute (TERI)	LA	R.K. Pachauri	AR2	2
ASI	India	NGO	Tata Energy Research Institute (TERI)	LA	L. Srivastava	AR3	1
ASI	India	NGO	Tata Energy Research Institute (TERI)	RE	Ranjan K. Bose	AR4	1
ASI	India	NGO	Tata Energy Research Institute (TERI)	RE	Sujata Gupta	AR3	1
ASI	India	NGO	Tata Energy Research Institute (TERI)	RE	R.K. Pachauri	AR3	1
ASI	India	NGO	Tata Energy Research Institute (TERI)	CA	Ranjan K. Bose	AR3	1
ASI	India	NGO	Tata Energy Research Institute (TERI)	CA	S. Sharma	AR3	1
ASI	India	PRO	Bhabha Atomic Research Centre	LA	S. Sadasivan	AR2	1
ASI	India	PRO	Central Arid Zone Research Institute	CA	L.N. Harsh	AR2	1
ASI	India	PRO	Centre For Wind Energy Technology (C-WET)	LA	N.S. Prasad	AR3	1
ASI	India	PRO	Indian Agricultural Research Institute	CLA	Pramod Aggarwal	AR4	1
ASI	India	PRO	Indian Agricultural Research Institute	CLA	S.K. Sinha	AR1	1
ASI	India	PRO	Indian Agricultural Research Institute	LA	Pramod Aggarwal	AR4	2
ASI	India	PRO	Indian Agricultural Research Institute	LA	Himanshu Pathak	AR5	1
ASI	India	PRO	Indian Agricultural Research Institute	RE	S.K. Sinha	AR3	1
ASI	India	PRO	Indian Agricultural Research Institute	CA	S.K. Sinha	AR1	1
ASI	India	PRO	Indian Council of Agriculture Research	CA	L.P. Abrol	AR2	1
ASI	India	PRO	Indian Institute of Tropical Meteorology	CLA	Krishna Kumar Kanikicharla	AR5	1
ASI	India	PRO	Indian Institute of Tropical Meteorology	LA	Krishna Kumar Kanikicharla	AR5	1
ASI	India	PRO	Indian Institute of Tropical Meteorology	LA	Rupa Kumar Kolli	AR4	1
ASI	India	PRO	Indian Institute of Tropical Meteorology	LA	Govind Ballabh Pant	AR1	1
ASI	India	PRO	Indian Institute of Tropical Meteorology	RE	Govind Ballabh Pant	AR4	1
ASI	India	PRO	Indian Institute of Tropical Meteorology	CA	Ramesh Kripalani	AR4	1
ASI	India	PRO	Indian Institute of Tropical Meteorology	CA	K.R. Kumar	AR2	1
ASI	India	PRO	Indian Institute of Tropical Meteorology	CA	K.R. Kumar	AR3	1
ASI	India	PRO	Indian Institute of Tropical Meteorology	CA	Govind Ballabh Pant	AR2	1
ASI	India	PRO	Indian Institute of Tropical Meteorology	CA	S. Singh	AR2	1
ASI	India	PRO	Indian Space Research Organisation	LA	Abha Chhabra	AR5	1
ASI	India	PRO	Institute of Economic Growth	CLA	Purnamita Dasgupta	AR5	1
ASI	India	PRO	Institute of Economic Growth	LA	Purnamita Dasgupta	AR5	1
ASI	India	PRO	National Institute of Hydrology	CA	K.S. Ramasastri	AR2	1
ASI	India	PRO	National Institute of Oceanography	LA	Ehrlich Desa	AR2	2
ASI	India	PRO	National Institute of Oceanography	LA	Alakkat S. Unnikrishnan	AR4	1
ASI	India	PRO	National Institute of Oceanography	LA	Alakkat S. Unnikrishnan	AR5	1
ASI	India	PRO	Wadia Institute of Himalayan Geology	RE	Anil Kumar Gupta	AR5	1
ASI	India	PRO	Wadia Institute of Himalayan Geology	CA	Renoj Thayyen	AR4	1
ASI	Iran	GA	Iranian Meteorological Organization	LA	Mostafa Jafari	AR4	1
ASI	Iran	GA	Iranian Meteorological Organization	LA	Fatemeh Rahimzadeh	AR4	1
ASI	Iran	GA	Iranian Meteorological Organization	RE	Fatemeh Rahimzadeh	AR5	1
ASI	Iran	N/A	Islamic Republic of Iran Meteorological Organization (IRIMO)	LA	Mostafa Jafari	AR5	1
ASI	Iran	PRO	National Center for Climatology	CA	Majid Habibi Nokhandan	AR4	1
ASI	Japan	COMP	Global Industrial and Social Progress Research Institute (GISPRI)	LA	Kanako Tanaka	AR3	1
ASI	Japan	COMP	Global Industrial and Social Progress Research Institute (GISPRI)	LA	T. Taniguchi	AR3	1
ASI	Japan	COMP	Global Industrial and Social Progress Research Institute (GISPRI)	LA	Itsuya Tsuzaka	AR2	1
ASI	Japan	COMP	Global Industrial and Social Progress Research Institute (GISPRI)	RE	T. Taniguchi	AR3	1
ASI	Japan	COMP	Nippon Steel Corporation	CA	Teruo Okazaki	AR4	1
ASI	Japan	COMP	Toyota Central R&D Labs Inc	CLA	Shigeki Kobayashi	AR4	1
ASI	Japan	COMP	Toyota Central R&D Labs Inc	LA	Shigeki Kobayashi	AR4	2
ASI	Japan	COMP	Toyota Central R&D Labs Inc	LA	Shigeki Kobayashi	AR5	1
ASI	Japan	FND	Japan Automobile Research Institute (JARI)	CA	K. Minato	AR3	1
ASI	Japan	FND	Railway Technical Research Institute	CA	Hiroshi Hata	AR4	1
ASI	Japan	GA	Environment Agency	CLA	Shuzo Nishioka	AR2	1
ASI	Japan	GA	Environment Agency	LA	Shuzo Nishioka	AR2	1
ASI	Japan	GA	Japan Environment Agency	CA	N. Hasegawa	AR3	1
ASI	Japan	GA	Japan Meteorological Agency	LA	Akio Kitoh	AR2	1
ASI	Japan	GA	Japan Meteorological Agency	LA	Akira Noda	AR3	1
ASI	Japan	GA	Japan Meteorological Agency	LA	T. Tokioka	AR2	1
ASI	Japan	GA	Japan Meteorological Agency	CA	Akira Noda	AR2	2
ASI	Japan	GA	Japan Meteorological Agency	CA	Akira Noda	AR3	1
ASI	Japan	GA	Japan Meteorological Agency	CA	N. Sato	AR2	1
ASI	Japan	GA	Ministry of Economy Trade and Industry	LA	Hidekazu Takakura	AR2	1
ASI	Japan	GA	Ministry of Economy Trade and Industry	RE	Shigetaka Seki	AR4	1
ASI	Japan	GA	Ministry of Transport	CA	Y. Hosokawa	AR2	1
ASI	Japan	GA	Secretariat of Council for Science and Technology Policy Cabinet Office	LA	Yukihiro Nojiri	AR4	1
